id,status_group,longitude,latitude,label
9381,functional,37.22796695,-3.18997512,0
3895,functional,38.06992614,-10.88283787,0
1673,non functional,32.98055791,-2.75755122,1
29551,functional,31.17223368,-6.31854312,0
41475,non functional,34.86112059,-4.54200248,1
67870,functional,36.57138212,-3.36832089,0
2791,functional,35.38318825,-10.73089531,0
42255,functional,37.36909266,-11.49460485,0
67164,non functional,33.91044502,-9.4545342,1
12440,functional,38.47904495,-4.7753994,0
13193,non functional,38.85519619,-8.01327017,1
60880,functional,29.79191723,-5.31977025,0
71008,functional,36.6816554,-8.14075971,0
67514,functional,36.68432969,-8.13576369,0
34910,functional,30.88927068,-1.49302033,0
383,non functional,33.0532866,-2.48628897,1
23977,non functional,31.74548495,-1.07412739,1
70543,functional,34.85408506,-4.58045316,0
2906,functional,36.88893037,-3.36522478,0
33810,functional,36.44299678,-5.9484569,0
10021,non functional,39.31981597,-9.551353,1
46730,functional,34.63388225,-9.35970814,0
1663,non functional,36.56278819,-6.37850597,1
2408,functional,30.17924373,-4.24590309,0
72505,functional,31.22217417,-7.52883263,0
65019,non functional,36.91678169,-7.44263086,1
42313,non functional,32.90020521,-3.39813349,1
340,non functional,39.15686243,-6.98783757,1
50285,non functional,39.73844033,-10.22393219,1
3409,functional needs repair,0,-2.00E-08,2
26378,non functional,0,-2.00E-08,1
47552,functional,34.38033417,-8.72809753,0
32262,functional,36.80266598,-3.35251189,0
58637,functional,31.10186365,-1.66066358,0
34827,functional,33.96048216,-9.23812198,0
63294,functional,39.14794378,-8.14273903,0
44867,functional,31.016519,-6.30914802,0
26751,non functional,34.81455575,-8.97919017,1
66574,functional,33.18591316,-4.22731519,0
39354,functional,38.80424195,-10.29709575,0
21479,functional,40.07099533,-10.21170036,0
57899,non functional,33.58918126,-3.72068806,1
60079,non functional,33.86222955,-9.6033114,1
62070,functional,33.79551473,-3.18437862,0
20628,non functional,32.06310177,-5.06528993,1
11344,functional,34.06300039,-9.20221873,0
62122,functional,39.56693681,-10.7319527,0
51867,functional,35.54063297,-5.94580126,0
51667,non functional,33.02469807,-2.55457244,1
16857,non functional,37.67811681,-3.34966687,1
27022,functional,35.3066849,-6.30292321,0
10438,non functional,36.83215701,-3.31409261,1
57755,non functional,30.40010367,-6.73828066,1
22384,functional,32.30772362,-3.85378001,0
3380,functional,38.35462767,-6.64237464,0
41843,functional,0,-2.00E-08,0
35208,functional,34.14109516,-3.14799872,0
37152,non functional,33.80348073,-9.57621864,1
47925,non functional,35.46042035,-3.669012,1
43946,functional,30.85133493,-1.55131475,0
2932,functional,36.11223405,-7.57026056,0
11829,non functional,31.17405164,-6.37889117,1
59013,functional,38.88158743,-5.73177275,0
48338,non functional,32.49152941,-6.75215791,1
71276,functional,39.24126903,-7.18381043,0
62998,non functional,37.13828041,-4.07583306,1
6708,non functional,37.56375767,-5.43051682,1
9969,functional,30.03653042,-4.43972315,0
5567,functional,31.92295214,-5.0112004,0
61598,functional,0,-2.00E-08,0
20745,functional,35.82403993,-6.13373925,0
72485,non functional,35.13698626,-10.74420438,1
53890,non functional,39.11304695,-6.58964961,1
62984,functional,34.7356021,-4.53966706,0
56024,non functional,36.82918416,-8.03563141,1
64958,functional,38.88625047,-8.81409671,0
36386,functional,31.30470228,-2.68958786,0
12970,functional,33.08380237,-9.42544647,0
63672,functional,32.95637346,-4.63824914,0
1545,functional,34.50106542,-1.27364008,0
68416,non functional,37.09869697,-5.71352991,1
53929,non functional,39.28638578,-10.31885452,1
59291,functional,32.82544049,-5.00717221,0
20931,functional,34.98363189,-10.97271604,0
18781,functional,36.17907887,-6.72305607,0
15430,non functional,32.70573615,-5.23646259,1
54042,functional,32.96633824,-9.05816293,0
56896,non functional,0,-2.00E-08,1
2579,functional,35.23376691,-9.09991636,0
65982,non functional,0,-2.00E-08,1
8486,functional,34.3287402,-2.98391271,0
15871,non functional,34.85742956,-10.98061657,1
36433,non functional,30.53730623,-2.48029791,1
65239,non functional,32.10435124,-3.70777016,1
42513,functional,37.45025478,-3.27956924,0
63248,functional,33.56797657,-2.83184602,0
2959,functional,35.48445788,-10.62277295,0
64833,functional,33.5170109,-2.09566148,0
54346,functional,39.55225685,-10.68289247,0
12284,functional,32.56253545,-2.71273327,0
18056,functional,39.46003296,-10.23272106,0
9415,non functional,31.11360521,-1.77702222,1
10574,functional,35.42566327,-4.22898383,0
67761,non functional,32.86581839,-8.9444245,1
2413,functional,32.57416137,-3.82307613,0
60358,functional,0,-2.00E-08,0
72803,functional,34.89351899,-9.06207118,0
71644,functional,37.17423236,-11.22408168,0
43929,non functional,37.02843476,-10.80091775,1
23370,functional,33.56055301,-9.08487479,0
38121,non functional,31.39866192,-1.21587198,1
71352,functional,34.81132895,-10.53808203,0
26630,functional,36.98061413,-11.4699527,0
72503,functional,33.48724646,-2.63534117,0
36667,non functional,34.57217006,-4.72462067,1
13838,non functional,35.07020487,-5.85921451,1
73762,functional,36.68359721,-8.14124185,0
56917,functional,36.81235152,-3.48393955,0
64901,functional,39.96707436,-10.36640864,0
11878,non functional,36.15986356,-10.27521236,1
11761,functional,0,-2.00E-08,0
22410,functional,35.33594326,-3.51231126,0
29102,functional,38.08378537,-4.43391652,0
36539,non functional,34.8395779,-11.31310578,1
9758,non functional,0,-2.00E-08,1
28981,non functional,33.7406074,-4.81265661,1
56273,functional,0,-2.00E-08,0
35854,non functional,30.56106497,-3.62129213,1
38840,functional,33.21056169,-8.95753045,0
32235,functional,35.72394069,-8.1079304,0
36097,non functional,38.06909306,-4.56032623,1
54661,non functional,35.33561613,-10.45814253,1
61700,non functional,36.12720094,-8.31332853,1
71556,functional,38.82112135,-7.91548673,0
9296,non functional,39.63851132,-10.89580951,1
26823,functional,36.9853428,-11.46136172,0
45401,functional,37.20344988,-3.19991046,0
862,functional,37.27345755,-3.24333784,0
12857,non functional,40.15909354,-10.36228854,1
60984,functional,29.75774301,-4.62940819,0
68476,functional,34.75191221,-8.75528804,0
18299,functional needs repair,36.95087886,-11.31536771,2
48846,functional,0,-2.00E-08,0
6446,non functional,30.35255658,-5.69174179,1
63522,functional,37.08629789,-3.23532498,0
66298,functional,36.46370064,-2.62050396,0
39348,functional,34.74953429,-8.84196291,0
25325,functional,34.69027548,-2.14767074,0
38166,functional,29.74811133,-4.89847502,0
10753,functional,29.92257215,-4.44061561,0
6496,non functional,37.88258759,-6.89502713,1
66416,functional needs repair,32.96943403,-2.02200429,2
47968,functional,36.85859983,-3.39414965,0
30436,non functional,32.03565896,-5.01937485,1
53608,functional,36.03397196,-8.13240148,0
66036,non functional,30.71289999,-3.5467707,1
46595,non functional,31.76115141,-1.26681705,1
18890,non functional,39.10651503,-10.84796768,1
1978,functional,38.48109622,-5.29484185,0
10656,functional,31.61267225,-7.94806529,0
69297,non functional,35.18804405,-7.7802647,1
43482,non functional,38.62436903,-10.76526208,1
43158,functional,34.47696934,-9.35474492,0
18733,functional,38.70973981,-5.11653199,0
27893,non functional,35.15389064,-8.58533092,1
72342,non functional,39.00201731,-6.48436002,1
37520,functional,39.12080587,-4.71698612,0
11453,functional,37.34040012,-3.31337459,0
39911,non functional,30.10083628,-4.59418704,1
51620,functional,34.61780182,-9.01899062,0
18133,functional,33.70370582,-3.27390492,0
4572,functional,38.89619065,-6.44173467,0
55691,functional,32.15743087,-3.6406894,0
42966,functional,33.7830245,-3.06815994,0
66569,non functional,37.49659749,-6.95914391,1
7200,non functional,38.98973774,-9.2576632,1
53136,functional,36.74818653,-6.29704038,0
25723,non functional,33.32034121,-2.87474538,1
66123,functional,34.80949734,-9.48570864,0
7672,functional,37.0259431,-3.22319094,0
37943,functional,37.73493216,-4.0213001,0
2142,non functional,36.50339604,-8.14288977,1
66405,functional,30.25494364,-4.72164109,0
13101,functional,40.0165557,-10.20151081,0
73963,non functional,37.63816762,-3.37655395,1
26444,non functional,34.94791972,-5.94456144,1
19007,functional,37.19565395,-3.25261369,0
71761,non functional,30.87901715,-3.11446206,1
1467,non functional,31.45748053,-2.64825501,1
35518,non functional,33.08421528,-3.82281969,1
32922,functional,37.44556058,-7.03107682,0
43852,functional,37.1267794,-3.18402556,0
29438,functional,38.3695234,-9.94338793,0
56706,functional,32.54002793,-5.03726506,0
39407,functional,31.33885227,-6.3259798,0
58835,functional,34.28136349,-1.69741993,0
43397,functional,33.84153726,-9.30332412,0
9994,functional,39.09592246,-7.03591527,0
7622,non functional,35.84096248,-6.11556231,1
34194,functional,37.19938465,-3.23254075,0
13045,functional,33.72061229,-3.01944305,0
32959,functional,36.65235854,-6.1289046,0
50876,functional,34.81899486,-4.54871643,0
31094,functional,31.32579762,-7.6515368,0
37473,functional,34.74996504,-8.9857146,0
61430,functional,33.52866736,-3.01771465,0
47922,functional,33.65749738,-9.31908126,0
52355,functional,37.18285607,-11.03679667,0
65517,non functional,34.44422466,-4.4910479,1
42861,non functional,39.23985075,-7.1716552,1
59615,non functional,34.78225928,-8.66950982,1
28406,functional,37.61420333,-6.14206859,0
3716,functional,37.14057315,-6.78485309,0
219,functional,34.90576573,-9.02140465,0
2079,functional,38.92826736,-7.14177278,0
3612,non functional,38.36926858,-4.7507214,1
50670,functional,33.60099397,-9.21459962,0
33118,non functional,31.49837186,-1.58787259,1
25722,functional,33.46773091,-9.09039805,0
56582,functional,34.28106824,-9.27243684,0
7760,functional,34.58650335,-9.28567929,0
39295,functional,36.65221934,-3.21943983,0
68787,functional,35.77092872,-10.48082363,0
64264,non functional,32.72810393,-5.76445885,1
35160,functional,35.27618386,-8.07894262,0
49452,functional,0,-2.00E-08,0
53668,functional,30.61591203,-3.56543807,0
67380,functional,34.07392708,-3.08959988,0
45974,functional,30.58441561,-2.77167464,0
11062,non functional,33.10578809,-2.39656821,1
27946,non functional,0,-2.00E-08,1
50414,functional,30.88258832,-3.18826223,0
38773,non functional,38.64424583,-10.13604952,1
39624,functional,34.60452292,-9.23311264,0
72477,non functional,37.90820992,-9.94484582,1
61146,functional,39.02632081,-9.81071468,0
22496,functional,37.16980936,-10.83346212,0
39554,non functional,39.666667,-9.55913368,1
23463,non functional,32.1214926,-4.66489224,1
26384,non functional,32.01061796,-5.12031233,1
42071,functional,35.82930076,-4.37864102,0
38972,functional,33.00630756,-9.2276466,0
44617,non functional,33.23726517,-4.77145253,1
32282,functional,30.91657674,-3.33214672,0
8586,functional,39.55099787,-10.68795964,0
36903,functional,38.86269837,-6.52403322,0
55556,functional needs repair,36.96949022,-7.67602192,2
21436,functional,30.90379111,-1.54377015,0
17030,functional,34.3656008,-3.62580008,0
51806,non functional,39.51104047,-10.51674441,1
44903,non functional,30.6699402,-3.54668643,1
1957,non functional,0,-2.00E-08,1
20102,non functional,34.23589765,-8.6534887,1
39391,functional,35.97264617,-6.3561664,0
10871,functional,35.66915039,-10.38503461,0
67815,functional,39.02077301,-8.53129472,0
19183,functional,31.6139446,-1.82024532,0
17711,functional,36.18532708,-6.10081431,0
59743,functional,35.094677,-9.56724299,0
11844,functional,35.85245738,-7.73475008,0
40062,non functional,33.8200075,-9.62901575,1
40682,non functional,34.35777858,-1.35240823,1
71690,functional,34.84718032,-4.49070063,0
22833,functional,36.95765888,-2.78021471,0
16908,non functional,34.56625325,-5.79261634,1
43496,non functional,30.490591,-6.81629634,1
62050,non functional,32.73824111,-5.76610938,1
65634,functional,34.61595645,-1.63700909,0
6309,non functional,29.73645212,-4.89414913,1
38784,functional,37.04381244,-3.26736906,0
38329,functional,32.77888914,-4.43022426,0
69029,non functional,36.89987966,-7.85492824,1
25515,non functional,33.44772621,-8.42765678,1
30870,non functional,33.68028092,-2.97806777,1
34228,functional,35.64169509,-10.67000867,0
42698,functional,34.91690129,-8.96262754,0
31674,non functional,36.68884834,-8.95986206,1
2848,non functional,36.42657373,-6.81844355,1
52616,functional,34.81957633,-9.54508831,0
28760,functional,35.88914769,-4.15270445,0
1188,functional,33.85804202,-3.31244556,0
13957,non functional,32.5907123,-3.83449224,1
20847,functional,37.39208979,-6.35354362,0
39895,functional,33.07065462,-2.10840014,0
44133,functional,36.95672232,-11.31483729,0
47704,functional needs repair,33.76513061,-8.97195662,2
68173,functional,37.58551312,-3.2432672,0
40526,functional,33.04157147,-9.38794893,0
26285,non functional,30.62372818,-3.57482579,1
67502,non functional,33.21780529,-4.14336635,1
57809,functional,34.7086348,-8.75347675,0
3915,non functional,30.40938472,-3.79677026,1
69110,functional,0,-2.00E-08,0
21675,functional,0,-2.00E-08,0
16738,functional,35.15492162,-3.96125191,0
13627,functional,34.7005439,-8.93216467,0
13404,non functional,32.92296773,-8.60960573,1
16649,functional,39.36306383,-6.91901492,0
8572,functional,38.34380457,-6.6339332,0
71169,functional,38.21369184,-6.89859032,0
71519,functional,33.22825489,-3.6673845,0
72287,non functional,35.69508427,-2.16243842,1
19168,functional,33.44531186,-2.85212341,0
25981,functional,40.06370527,-10.20684541,0
33996,non functional,35.96043052,-5.93239934,1
69749,functional,36.79201685,-3.36401661,0
53037,non functional,39.16858002,-8.53200463,1
49611,functional,33.7242719,-8.97711835,0
52353,non functional,38.12479177,-10.92552768,1
71599,functional needs repair,34.04960707,-3.58897229,2
29631,functional,34.99489467,-8.86080198,0
54016,functional,34.68497904,-10.11713278,0
71623,non functional,31.23414324,-6.37475364,1
67739,functional,33.27567421,-4.70774075,0
30275,functional,29.99235498,-4.67478956,0
29073,functional,38.79920991,-4.86811138,0
59974,functional,34.60372408,-10.51420248,0
47612,functional,31.17168718,-1.45589588,0
15654,functional,35.8563721,-4.09997238,0
12002,non functional,38.85851004,-6.78245076,1
10489,non functional,35.77946932,-7.41199556,1
49293,functional needs repair,33.20857083,-8.98091785,2
23467,functional,34.67778538,-9.14182331,0
6668,functional,0,-2.00E-08,0
6876,non functional,32.7950432,-8.86743373,1
11289,non functional,31.09116747,-7.63243741,1
30283,functional,31.96448526,-4.54130956,0
55091,non functional,36.23806467,-7.04501149,1
26166,functional,39.25632832,-7.05203694,0
3449,non functional,31.02347877,-7.49361644,1
7498,functional,35.88687107,-8.22626473,0
62730,functional,37.66096919,-3.23780552,0
68654,non functional,34.58911465,-1.77380731,1
5300,non functional,36.78563409,-3.33078687,1
22742,functional,34.25666508,-1.71797313,0
2653,non functional,33.21589538,-3.66497559,1
71210,functional,36.90894768,-3.2595484,0
24301,non functional,39.52676924,-10.58502519,1
51174,functional,38.19729594,-4.656973,0
57324,functional,39.20007806,-6.90573083,0
47760,functional,37.91296305,-4.1411677,0
34478,functional,30.66144681,-3.52353672,0
44012,functional,35.4469428,-8.11306488,0
50314,non functional,38.20827583,-4.80600276,1
24528,functional,37.16365848,-3.20343578,0
57041,functional,33.08278065,-3.91172426,0
6407,non functional,31.56354615,-2.04216985,1
42635,non functional,34.58337549,-4.09472316,1
73702,functional needs repair,0,-2.00E-08,2
67087,functional,32.39965495,-3.59048196,0
7398,non functional,34.11101336,-1.21088239,1
20430,non functional,37.63808873,-3.04486944,1
60819,functional,30.54708594,-2.45976679,0
59586,functional,37.1125883,-3.14993004,0
49192,non functional,34.68174496,-2.14721461,1
39902,functional,38.7795194,-8.00379499,0
52301,non functional,31.61069468,-8.01498988,1
50482,functional,37.74119822,-4.06862721,0
36023,non functional,35.47418571,-7.91437309,1
42509,non functional,34.58474913,-8.78111476,1
42398,functional,0,-2.00E-08,0
56132,functional,30.95030369,-1.64588654,0
37018,functional,37.23650331,-3.24249716,0
33205,functional,31.85603023,-8.66364118,0
57405,non functional,0,-2.00E-08,1
66229,functional,34.49487333,-1.63930428,0
22953,non functional,33.41673141,-4.32493201,1
67348,non functional,35.9449163,-10.54728331,1
10496,functional,37.79672356,-7.06290625,0
49208,non functional,38.12374493,-6.7642711,1
29525,functional,33.84773782,-9.32341282,0
51648,non functional,32.33584877,-3.86025881,1
49307,non functional,35.30220429,-9.38577979,1
6408,non functional,33.8809807,-9.28902195,1
53899,functional needs repair,30.95672701,-2.8728506,2
46623,functional,34.15432673,-8.71071014,0
12537,functional,38.52940833,-5.06743214,0
1365,non functional,30.14261165,-4.53599531,1
54115,functional,36.87580102,-3.1343711,0
52656,functional,34.6403662,-1.70474305,0
40498,non functional,37.96223548,-4.43144485,1
48970,non functional,33.05482303,-2.1063136,1
56235,functional,34.37610074,-1.91406036,0
36070,functional,36.63834232,-6.02329706,0
63964,functional,38.45942785,-5.53944059,0
32271,functional,38.57977858,-5.19275921,0
15011,functional,36.82921536,-3.31860062,0
38607,functional,31.18015756,-1.79501601,0
39836,non functional,0,-2.00E-08,1
65630,non functional,39.99456532,-10.71930205,1
58295,functional,39.18319906,-7.20501426,0
4210,non functional,33.46035027,-3.74556776,1
3161,functional,34.72966892,-9.70974479,0
21846,functional needs repair,33.76383158,-8.97516155,2
28509,non functional,33.69355895,-3.73323417,1
20933,functional,34.57299616,-9.34686608,0
20195,non functional,36.86429143,-3.32684279,1
528,functional,0,-2.00E-08,0
55726,functional needs repair,38.31035845,-4.6289873,2
39291,non functional,38.35150808,-4.573113,1
39436,functional,36.78911323,-3.43830881,0
29216,non functional,32.90765165,-2.70135094,1
12682,non functional,38.29743015,-4.92621079,1
48580,functional needs repair,34.05477793,-2.99447907,2
22504,functional,35.73462329,-7.80853242,0
54078,functional,37.12459395,-6.74762185,0
18687,functional needs repair,29.75074107,-4.89241418,2
41128,non functional,36.94642248,-7.88946303,1
73213,functional,33.82353332,-9.18163241,0
52967,functional,35.04066653,-8.82714844,0
73043,non functional,37.65532103,-3.19233885,1
23440,functional,38.85992868,-6.78340018,0
51098,non functional,31.83999379,-1.07698702,1
37286,functional,33.55383669,-2.72129694,0
3953,functional,37.66527755,-3.19446628,0
70347,functional,38.81330607,-7.24720516,0
61706,functional,34.70620121,-8.3306035,0
45392,non functional,39.76163728,-10.36876481,1
12844,functional,33.57652854,-9.06687239,0
8890,functional,30.08952473,-4.55745258,0
49091,non functional,38.06450768,-4.6874761,1
44085,functional,36.44669478,-5.98910517,0
19625,functional,35.85239626,-4.20317611,0
44799,non functional,39.13763532,-7.21497855,1
36158,functional,39.63720715,-7.98504802,0
36397,functional,32.99783288,-3.05307229,0
13057,functional,33.64705523,-9.29047551,0
5874,functional,37.84467786,-4.18671094,0
9067,non functional,33.82445707,-1.9706326,1
15956,functional,34.97231134,-8.82669175,0
3693,non functional,35.54254022,-4.28060569,1
65220,functional needs repair,29.66165667,-4.82435042,2
31365,non functional,38.60345594,-10.10252522,1
60072,functional,37.77362025,-7.23388291,0
45524,functional,32.84636664,-9.13479473,0
536,non functional,0,-2.00E-08,1
21099,non functional,33.14589547,-2.54328602,1
45506,non functional,36.79312064,-3.4722707,1
39120,functional,33.39233584,-2.98303864,0
66657,non functional,32.30219411,-8.34934659,1
20094,functional,38.78573014,-6.72196025,0
20309,functional,34.58564906,-8.97042231,0
49113,non functional,33.37154933,-1.86574929,1
44016,non functional,33.047424,-2.10363196,1
7210,functional,37.9026598,-4.51908998,0
34555,functional,32.22215714,-3.40382879,0
16088,non functional,32.82303172,-8.94146813,1
25292,functional,31.617662,-1.48186835,0
60748,non functional,39.32089887,-6.84761269,1
27452,functional,30.25813788,-4.52891553,0
59367,non functional,31.07912539,-6.51343621,1
59662,functional,37.51581082,-3.4405382,0
63833,functional,34.68328545,-9.26039215,0
63706,functional,37.67215337,-3.72117719,0
40887,non functional,30.86630869,-3.38049377,1
3501,functional,34.60084079,-9.23456237,0
20532,functional,37.38635641,-11.31206759,0
1386,functional needs repair,33.66376248,-9.3456564,2
34149,non functional,32.83348411,-2.52920683,1
43398,functional,30.84673527,-3.00246435,0
49223,non functional,36.49417383,-5.56909757,1
58176,non functional,0,-2.00E-08,1
57623,non functional,32.85519275,-8.90649375,1
12860,functional,34.50715737,-9.70040473,0
30913,functional,32.03168935,-3.98352299,0
45960,functional,39.97145214,-10.41139072,0
34432,functional needs repair,38.70147952,-10.24896684,2
17486,functional,37.9354065,-5.33728876,0
65669,functional needs repair,35.45557869,-4.26428616,2
37837,functional,33.43253934,-1.82968721,0
73292,non functional,33.22908155,-9.34501375,1
11651,functional,34.03174442,-8.85902857,0
29408,non functional,36.26266577,-6.95651929,1
37866,functional,34.71545122,-9.64314753,0
69690,non functional,35.57437405,-2.13286454,1
53995,non functional,38.19222797,-4.6411093,1
53366,functional,32.90121493,-9.13326874,0
39328,non functional,30.54541744,-2.87417793,1
2320,non functional,34.7199729,-1.77937449,1
67731,functional,34.92505489,-9.15404127,0
57014,non functional,33.62052853,-8.86438434,1
62940,functional,39.07443661,-10.8930225,0
50725,non functional,30.41464481,-5.53356134,1
2855,functional,33.21323835,-9.48349359,0
25922,functional,29.64593218,-4.772238,0
19440,functional,37.59272632,-3.23496848,0
31206,non functional,0,-2.00E-08,1
2349,non functional,32.85485528,-4.32898503,1
57290,functional,32.99868536,-4.17434451,0
9508,functional,34.70499141,-9.14883442,0
66849,non functional,35.08873051,-5.27906477,1
62431,functional,35.3095416,-3.51961687,0
23245,functional,32.0179358,-8.92408084,0
21360,functional,33.75941491,-9.16175042,0
44870,non functional,32.09999969,-5.10856587,1
64287,functional,38.53272477,-4.97777709,0
44968,functional,35.46393202,-8.04482282,0
61846,functional,35.03790199,-9.42487352,0
49580,functional,39.57398258,-10.02217968,0
15928,non functional,33.24164202,-4.77496441,1
25900,functional,37.19924662,-3.28237646,0
31819,non functional,39.10151289,-6.9503264,1
48103,non functional,32.54931361,-3.54280292,1
49852,functional,33.13728024,-9.47113155,0
17098,non functional,38.38560199,-6.29698692,1
1767,non functional,32.9479588,-8.98694749,1
33791,functional,35.73322751,-3.31124263,0
60357,non functional,32.7726204,-3.90240795,1
27287,non functional,34.57126009,-1.39369613,1
50174,functional,34.4811946,-4.25448523,0
60161,functional,29.92581419,-4.80868263,0
10484,non functional,29.91632691,-4.87795356,1
33521,non functional,0,-2.00E-08,1
56320,functional,35.74578425,-10.49220072,0
33643,non functional,37.76827533,-7.24123079,1
22899,functional,35.91120339,-4.7876591,0
63343,non functional,38.93461084,-5.50673813,1
29869,functional,33.86938351,-9.29611113,0
41463,functional,38.60774063,-6.86729635,0
23539,functional,37.50372129,-6.83059288,0
2230,functional,37.17771998,-3.38543655,0
26037,functional,35.24104093,-8.51388809,0
375,non functional,34.33462557,-4.30154743,1
39654,non functional,33.50953229,-3.62486702,1
53096,functional,34.70505229,-1.83949344,0
60168,functional,37.17173268,-3.22711845,0
16990,non functional,36.00490043,-6.66898056,1
21007,functional,34.68247793,-9.26506956,0
14315,functional,37.4085147,-3.28931354,0
2177,functional,34.74572543,-9.59705021,0
49269,non functional,38.48042528,-10.36976471,1
4671,functional,37.11494744,-3.18191468,0
44176,functional,30.27061912,-4.62165382,0
40998,non functional,36.96002536,-10.79502351,1
7333,functional,34.71478121,-8.32042168,0
64091,functional,34.239008,-2.95292603,0
68831,non functional,35.12942038,-10.66960064,1
42058,functional,37.58330216,-3.15041637,0
7902,functional,37.57549691,-7.08458698,0
65022,non functional,0,-2.00E-08,1
28086,functional needs repair,36.9036299,-7.86015747,2
45360,functional,33.36101999,-2.06299514,0
45083,functional,37.40931512,-3.48331297,0
32905,functional,36.88989802,-3.34521278,0
39259,functional,34.66195642,-9.09284194,0
38013,functional,34.47975896,-9.81238419,0
38895,functional,35.84219735,-7.72148663,0
35123,functional needs repair,33.71525653,-1.50506034,2
7111,non functional,38.95069016,-8.77390118,1
35613,non functional,39.28339257,-10.66793266,1
49983,non functional,30.79806123,-1.41456324,1
7539,functional,38.89925912,-6.43857747,0
70967,non functional,31.21318263,-1.54320611,1
37779,non functional,37.28629204,-3.22589751,1
17732,non functional,31.65500297,-2.54931455,1
40619,non functional,39.78648709,-10.55154487,1
13128,functional,35.0093117,-10.95727822,0
62321,functional,37.42705063,-3.44053927,0
41884,functional,34.62412977,-9.10142354,0
22763,functional,39.77382695,-7.86411371,0
56616,non functional,32.79175461,-9.1152401,1
48446,non functional,38.37105769,-4.8399883,1
59810,functional,33.46545705,-8.77079985,0
15364,functional,38.38847612,-6.33173374,0
28596,functional,34.71768781,-9.54066115,0
16194,functional,33.86159759,-8.82893412,0
63304,functional,38.89067998,-8.80883107,0
18910,functional needs repair,34.71056907,-9.1517222,2
60481,functional needs repair,31.66526431,-1.20486935,2
42567,functional,36.7336374,-7.34357714,0
44374,non functional,33.03749782,-3.81690074,1
1807,functional,34.42660106,-1.95437358,0
51223,non functional,36.51842793,-8.0994529,1
15702,non functional,33.34979744,-3.72693822,1
11806,functional needs repair,0,-2.00E-08,2
54631,functional,30.18653933,-4.37979469,0
27402,functional needs repair,34.83921212,-11.00577383,2
3372,non functional,31.32800981,-2.73770919,1
64730,functional,39.3425651,-6.84956755,0
17064,functional,32.01377096,-6.7763476,0
26829,functional,34.51569189,-9.08875592,0
9453,functional,36.81183052,-3.48116937,0
67241,functional,37.15929717,-3.23681112,0
73217,functional,31.59004099,-1.44884521,0
66403,non functional,36.96263447,-3.36708955,1
48472,functional,0,-2.00E-08,0
64553,functional,36.35876843,-8.77659062,0
24516,functional,38.52685738,-10.89979274,0
20160,functional,36.69087164,-3.49050984,0
6966,functional needs repair,29.6612363,-4.82763658,2
65057,functional,37.21623855,-3.26363295,0
17269,non functional,31.17398381,-1.42966094,1
11662,functional,35.80164162,-7.47096356,0
27280,functional,36.04181611,-10.69242575,0
39968,non functional,35.81077088,-3.90443779,1
33060,functional,37.41647194,-3.36407724,0
50189,non functional,36.70251697,-2.73321709,1
8863,functional,30.10990816,-4.589042,0
18527,functional,36.89061593,-7.85291952,0
49700,non functional,32.08834682,-6.81462725,1
71248,non functional,33.8129349,-3.6226644,1
52907,non functional,33.77393115,-6.47044488,1
7891,non functional,34.85789819,-4.96659406,1
50648,non functional,33.81700782,-9.61971923,1
51640,functional,35.43006778,-8.10957577,0
56160,non functional,32.84296864,-3.9535759,1
61205,functional,38.32635096,-4.4498723,0
37237,functional,34.24605319,-3.17078317,0
39476,functional,35.48396659,-10.62711711,0
12645,functional needs repair,29.73561625,-4.80493113,2
65423,functional,35.3961154,-10.64484474,0
59104,non functional,37.53700303,-6.9564761,1
12613,non functional,39.19733151,-8.38603028,1
20577,functional,36.35629165,-8.78222224,0
32896,functional,0,-2.00E-08,0
22800,functional,34.46092842,-9.31377806,0
15436,functional,33.63749779,-9.20666857,0
28147,non functional,38.91411098,-8.53696634,1
62337,functional,39.20133706,-6.9205558,0
46824,non functional,37.65630133,-3.11713749,1
37508,functional,37.46846613,-5.36903787,0
55768,functional,30.98295472,-1.75980121,0
60117,functional,35.68502548,-8.2319543,0
59651,non functional,31.71666583,-1.66134218,1
40212,functional,38.28924616,-4.6580638,0
73448,functional,36.51079333,-8.09952365,0
51073,functional,35.52453562,-4.44305162,0
5001,functional,34.99671977,-10.94388976,0
33581,functional,33.53942965,-8.93659956,0
71443,functional,36.64060936,-3.30791049,0
52469,non functional,38.71836253,-6.64914834,1
56512,non functional,32.8450769,-9.0121759,1
36028,functional,36.78592542,-2.54747522,0
22096,functional,34.91379348,-9.01818276,0
48869,functional,31.66524779,-8.00765318,0
2988,functional,33.49986487,-2.75350993,0
18857,functional,36.27745032,-11.21183814,0
5138,non functional,37.69702454,-7.4235267,1
13512,non functional,30.52276242,-3.79636999,1
20209,functional,35.2105631,-7.76628678,0
48604,non functional,37.58953073,-3.03488572,1
66879,functional,38.46473321,-5.54476674,0
40331,non functional,36.12883625,-10.88191829,1
49860,functional,37.83721284,-6.96228321,0
43322,non functional,35.10414788,-9.20003768,1
13054,functional,34.0087383,-1.71986915,0
51553,functional,33.58548166,-1.82155149,0
10459,non functional,33.81108983,-9.48046364,1
58533,functional,36.55996781,-5.31211092,0
31297,functional,35.50646346,-4.24645714,0
63877,functional,34.65158267,-11.09938121,0
42620,functional,33.03551594,-3.05785657,0
45603,functional needs repair,37.53314275,-3.29746749,2
5494,non functional,38.93912912,-10.54727008,1
